Series_reference,period,value,Status,Units,Magnitude,seasonality,SNA_Account,Transaction,Transaction_Label,Asset_type,Asset_type_label,Sector,Sector_name,Subject,year,month
SNEQ.SG07ALE00000A000000S100,2016.06,1300721,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG07ALE00000A000000S100,2016.09,1335857,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG07ALE00000A000000S100,2016.12,1349893,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG07ALE00000A000000S100,2017.03,1363391,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG07ALE00000A000000S100,2017.06,1398548,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG07ALE00000A000000S100,2017.09,1416319,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG07ALE00000A000000S100,2017.12,1445477,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG07ALE00000A000000S100,2018.03,1462425,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG07ALE00000A000000S100,2018.06,1480960,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG07ALE00000A000000S100,2018.09,1503334,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG07ALE00000A000000S100,2018.12,1539869,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG07ALE00000A000000S100,2019.03,1560825,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG07ALE00000A000000S100,2019.06,1566506,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG07ALE00000A000000S100,2019.09,1583279,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG07ALE00000A000000S100,2019.12,1608619,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG07ALE00000A000000S100,2020.03,1609661,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG07ALE00000A000000S100,2020.06,1619542,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG07ALE00000A000000S100,2020.09,1646208,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG07ALE00000A000000S100,2020.12,1689094,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG07ALE00000A000000S100,2021.03,1723639,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG07ALE00000A000000S100,2021.06,1788927,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG07ALE00000A000000S100,2021.09,1870939,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG07ALE00000A000000S100,2021.12,1954176,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG07ALE00000A000000S100,2022.03,2006681,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG07ALE00000A000000S100,2022.06,2067226,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG07ALE00000A000000S100,2022.09,2097450,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG07ALE00000A000000S100,2022.12,2142538,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG07ALE00000A000000S100,2023.03,2151284,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG07ALE00000A000000S100,2023.06,2161167,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG07ALE00000A000000S100,2023.09,2186365,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2023,9
SNEQ.SG07ALE00000A000000S100,2023.12,2198283,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2023,12
SNEQ.SG07ALE00000A000000S100,2024.03,2198385,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2024,3
SNEQ.SG07ALE00000A000000S100,2024.06,2196876,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2024,6
SNEQ.SG07ALE00000A000000S100,2024.09,2188477,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2024,9
SNEQ.SG07ALE00000A000000S100,2024.12,2203490,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2024,12
SNEQ.SG07ALE00000A000000S100,2025.03,2202928,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,A,Total financial and non-financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2025,3
SNEQ.SG07ALE00000AFA0000S100,2016.06,439107,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG07ALE00000AFA0000S100,2016.09,449868,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG07ALE00000AFA0000S100,2016.12,450271,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG07ALE00000AFA0000S100,2017.03,454884,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG07ALE00000AFA0000S100,2017.06,459567,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG07ALE00000AFA0000S100,2017.09,455856,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG07ALE00000AFA0000S100,2017.12,459717,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG07ALE00000AFA0000S100,2018.03,454300,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG07ALE00000AFA0000S100,2018.06,464964,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG07ALE00000AFA0000S100,2018.09,470679,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG07ALE00000AFA0000S100,2018.12,489403,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG07ALE00000AFA0000S100,2019.03,499901,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG07ALE00000AFA0000S100,2019.06,503853,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG07ALE00000AFA0000S100,2019.09,511073,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG07ALE00000AFA0000S100,2019.12,526466,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG07ALE00000AFA0000S100,2020.03,521017,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG07ALE00000AFA0000S100,2020.06,531715,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG07ALE00000AFA0000S100,2020.09,537579,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG07ALE00000AFA0000S100,2020.12,542664,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG07ALE00000AFA0000S100,2021.03,550001,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG07ALE00000AFA0000S100,2021.06,572105,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG07ALE00000AFA0000S100,2021.09,599915,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG07ALE00000AFA0000S100,2021.12,615536,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG07ALE00000AFA0000S100,2022.03,639860,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG07ALE00000AFA0000S100,2022.06,677317,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG07ALE00000AFA0000S100,2022.09,689732,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG07ALE00000AFA0000S100,2022.12,709665,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG07ALE00000AFA0000S100,2023.03,708933,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG07ALE00000AFA0000S100,2023.06,712804,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG07ALE00000AFA0000S100,2023.09,722364,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2023,9
SNEQ.SG07ALE00000AFA0000S100,2023.12,720868,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2023,12
SNEQ.SG07ALE00000AFA0000S100,2024.03,716318,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2024,3
SNEQ.SG07ALE00000AFA0000S100,2024.06,720207,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2024,6
SNEQ.SG07ALE00000AFA0000S100,2024.09,710873,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2024,9
SNEQ.SG07ALE00000AFA0000S100,2024.12,714904,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2024,12
SNEQ.SG07ALE00000AFA0000S100,2025.03,718790,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA,Total financial assets,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2025,3
SNEQ.SG07ALE00000AFA0200S100,2016.06,54241,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA02,Currency and deposits,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG07ALE00000AFA0200S100,2016.09,56825,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA02,Currency and deposits,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG07ALE00000AFA0200S100,2016.12,58697,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA02,Currency and deposits,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG07ALE00000AFA0200S100,2017.03,52445,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA02,Currency and deposits,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG07ALE00000AFA0200S100,2017.06,54618,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA02,Currency and deposits,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG07ALE00000AFA0200S100,2017.09,60439,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA02,Currency and deposits,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG07ALE00000AFA0200S100,2017.12,66199,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA02,Currency and deposits,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG07ALE00000AFA0200S100,2018.03,64807,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA02,Currency and deposits,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG07ALE00000AFA0200S100,2018.06,63728,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA02,Currency and deposits,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG07ALE00000AFA0200S100,2018.09,60547,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA02,Currency and deposits,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG07ALE00000AFA0200S100,2018.12,66508,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA02,Currency and deposits,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG07ALE00000AFA0200S100,2019.03,63186,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA02,Currency and deposits,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG07ALE00000AFA0200S100,2019.06,59623,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA02,Currency and deposits,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG07ALE00000AFA0200S100,2019.09,65863,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA02,Currency and deposits,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG07ALE00000AFA0200S100,2019.12,71025,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA02,Currency and deposits,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG07ALE00000AFA0200S100,2020.03,70214,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA02,Currency and deposits,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG07ALE00000AFA0200S100,2020.06,70742,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA02,Currency and deposits,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG07ALE00000AFA0200S100,2020.09,78892,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA02,Currency and deposits,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG07ALE00000AFA0200S100,2020.12,81423,Experimental,Dollars,6,A,Balance sheet,LE,Closing balance sheet,AFA02,Currency and deposits,1,Non-financial business enterprises,National Accounts - SNA 2008 - SNE,2020,12
